97,0.105327,0.017185
98,0.009908,0.006827
99,0.040977,0.010311
100,0.041067,0.009283
101,0.117334,0.016011
102,0.010873,0.005468
103,0.018901,0.007231
104,0.00948,0.006106
105,0.111798,0.019675
106,0.000585,0.001359
107,0.001602,0.002425
108,0.068798,0.012434
109,0.025452,0.007724
110,0.074419,0.011031
111,0.087462,0.013187
112,0.028277,0.008206
113,0.003107,0.002331
114,0.063661,0.011681
115,0.051825,0.011441
116,0.065961,0.013603
117,0.030158,0.008389
118,0.014407,0.006047
119,0.001023,0.002173
120,0.00067,0.001719
121,0.001092,0.00249
122,0.009526,0.005853
170,0.000077,0.000485
224,0.00189,0.00224
225,0.000029,0.000286
228,0.000017,0.000167
232,0.001886,0.002057
233,0.000158,0.000506
236,0.000406,0.00088
238,0.000008,0.000077
241,0.000043,0.000429
242,0.001127,0.002268
246,0.000077,0.000453
248,0.000008,0.000077
249,0.000532,0.000957
252,0.000051,0.000364
