97,0.006811,0.02261
98,0.002291,0.008688
99,0.001729,0.008266
100,0.001573,0.008174
101,0.008617,0.026945
102,0.001051,0.00585
103,0.002134,0.009162
104,0.001315,0.007766
105,0.006022,0.016518
106,0.001268,0.007013
107,0.00152,0.008381
108,0.002716,0.012003
109,0.001905,0.008753
110,0.004193,0.0141
111,0.002583,0.012807
112,0.001249,0.007483
113,0.000188,0.002681
114,0.006172,0.017454
115,0.003921,0.013779
116,0.004382,0.013388
117,0.002983,0.009815
118,0.00159,0.009517
119,0.000997,0.007506
120,0.000213,0.003046
121,0.000795,0.00501
44032,0.01554,0.020608
44033,0.00273,0.009113
44036,0.003788,0.010762
44040,0.000008,0.000122
44048,0.001087,0.006127
44050,0.000173,0.002576
44053,0.001611,0.007356
44054,0.000021,0.000319
44057,0.001879,0.008172
44060,0.007046,0.025339
44061,0.000341,0.003583
44144,0.00211,0.008724
44148,0.001118,0.005593
44152,0.000167,0.00248
44160,0.002325,0.009941
44163,0.006623,0.015357
44172,0.004016,0.0117
44192,0.000441,0.003788
44201,0.000677,0.004472
44204,0.001202,0.00787
44208,0.004704,0.012506
44221,0.001766,0.006813
44228,0.004493,0.011541
44256,0.014977,0.018817
44263,0.000215,0.003189
44277,0.003024,0.009672
44284,0.015219,0.02215
44288,0.004639,0.013667
44305,0.000488,0.004238
44340,0.000288,0.003953
44368,0.002473,0.008953
44396,0.011066,0.02386
44397,0.00308,0.01241
44400,0.000476,0.004541
44405,0.000116,0.001717
44417,0.000477,0.004204
44428,0.001042,0.006073
44480,0.000119,0.001762
44508,0.000159,0.001864
44536,0.016358,0.022219
44537,0.00051,0.003772
44540,0.000834,0.004938
44544,0.000129,0.001913
44552,0.000614,0.005667
44553,0.00075,0.005669
44555,0.000021,0.000313
44557,0.000215,0.003189
44592,0.015121,0.02032
44600,0.000347,0.003167
44608,0.000116,0.001717
44618,0.000158,0.002235
44620,0.000766,0.005048
44636,0.000205,0.003044
44749,0.000145,0.00216
44760,0.000799,0.004844
44845,0.000122,0.00181
45132,0.000042,0.000626
45140,0.000173,0.002576
45208,0.007541,0.015628
45212,0.000455,0.003935
45216,0.000144,0.002032
45217,0.000145,0.00216
45224,0.000404,0.0043
45225,0.000167,0.00248
45230,0.000205,0.003044
45236,0.003133,0.009514
45240,0.000118,0.001637
45264,0.000167,0.00248
45320,0.001419,0.009214
45328,0.000402,0.003522
45331,0.000008,0.000122
45348,0.001964,0.007319
45356,0.000256,0.002701
45367,0.000433,0.003698
45376,0.000266,0.00281
45380,0.001758,0.009363
45392,0.000528,0.003527
45432,0.001226,0.006358
45433,0.000215,0.003189
45436,0.000789,0.004645
45440,0.000341,0.003651
45453,0.000205,0.003044
45458,0.000819,0.005615
45572,0.000211,0.00281
45576,0.000116,0.001717
45684,0.002011,0.008427
45712,0.000113,0.001674
45716,0.034869,0.026568
45720,0.000351,0.003772
45733,0.001814,0.008832
45768,0.01554,0.019645
45772,0.000132,0.001773
45796,0.05448,0.082754
45800,0.006832,0.016875
45804,0.000845,0.005684
45812,0.000278,0.002917
45813,0.000116,0.001717
45817,0.001443,0.007783
45824,0.012188,0.02025
45832,0.000188,0.00279
45908,0.002506,0.009971
45909,0.000271,0.003255
45912,0.000222,0.00319
45916,0.000116,0.001717
45936,0.002887,0.013425
45944,0.000154,0.001769
46020,0.00976,0.01731
46021,0.000155,0.002309
46028,0.000021,0.000313
46037,0.000116,0.001717
46041,0.004357,0.012914
46104,0.004817,0.012786
46108,0.007201,0.026433
46112,0.00112,0.005708
46120,0.000363,0.003112
46121,0.000816,0.0066
46160,0.002024,0.008002
46168,0.000384,0.003284
46244,0.000306,0.003235
46263,0.000358,0.003657
46300,0.00496,0.013561
46301,0.00018,0.002679
46304,0.001884,0.007552
46308,0.009371,0.017364
46316,0.000359,0.003074
46321,0.001526,0.007374
46356,0.001239,0.006465
46364,0.000167,0.00248
46377,0.0011,0.006318
46384,0.002414,0.008014
46412,0.003436,0.011716
46496,0.000008,0.000122
46500,0.002313,0.010342
46504,0.000113,0.001674
46523,0.00029,0.003056
46608,0.002496,0.009399
46609,0.000122,0.00181
46944,0.000029,0.000438
46972,0.005684,0.014012
46973,0.000521,0.004514
46976,0.00024,0.00252
46988,0.00015,0.001894
46993,0.000122,0.00181
47000,0.001073,0.005907
47004,0.000423,0.003619
47016,0.0039,0.012646
47019,0.000133,0.001863
47029,0.000377,0.003226
47049,0.000585,0.004443
47084,0.005443,0.013311
47088,0.000617,0.004689
47092,0.000116,0.001717
47100,0.000285,0.002929
47101,0.000113,0.001674
47104,0.000008,0.000117
47111,0.000161,0.002392
47112,0.001358,0.006896
47113,0.000432,0.003684
47116,0.000132,0.00197
47140,0.003494,0.01155
47141,0.001934,0.007975
47144,0.001366,0.008622
47161,0.000494,0.005844
47168,0.000705,0.004728
47196,0.023517,0.025545
47197,0.001886,0.00807
47200,0.001388,0.006862
47204,0.000116,0.001717
47213,0.000173,0.002576
47280,0.000541,0.004006
47308,0.001808,0.009317
47336,0.002044,0.009294
47344,0.000037,0.000544
47353,0.000122,0.00181
47448,0.001627,0.007708
47469,0.000014,0.000207
47476,0.001723,0.007352
