97,0.002131,0.005574
98,0.000485,0.002208
99,0.000739,0.00231
100,0.000594,0.002025
101,0.002547,0.007589
102,0.000202,0.001192
103,0.000734,0.002605
104,0.000931,0.003349
105,0.002606,0.005884
106,0.000056,0.0005
107,0.000276,0.001253
108,0.000983,0.002342
109,0.000757,0.002232
110,0.0013,0.002955
111,0.001333,0.003568
112,0.000501,0.001587
114,0.001221,0.004513
115,0.001579,0.005267
116,0.001509,0.004842
117,0.000456,0.002236
118,0.00035,0.001108
119,0.000238,0.001567
120,0.000438,0.002015
121,0.000263,0.001157
122,0.000067,0.000369
233,0.000031,0.000333
241,0.000032,0.000349
257,0.000117,0.001261
601,0.000087,0.000945
1072,0.081959,0.01795
1073,0.015185,0.010857
1074,0.047897,0.011476
1075,0.021716,0.009571
1076,0.029074,0.012395
1077,0.077126,0.020177
1078,0.007993,0.005957
1079,0.015019,0.007464
1080,0.078772,0.023334
1081,0.015535,0.008914
1082,0.036075,0.014051
1083,0.043676,0.01512
1084,0.029126,0.012692
1085,0.064786,0.01618
1086,0.10641,0.024028
1087,0.026799,0.010268
1088,0.054545,0.015008
1089,0.054487,0.01471
1090,0.050733,0.014191
1091,0.022553,0.010468
1092,0.004631,0.006878
1093,0.009738,0.007178
1094,0.005703,0.005011
1095,0.011473,0.007595
1096,0.005361,0.005101
1097,0.002475,0.002978
1098,0.000162,0.000821
1099,0.017012,0.009718
1100,0.012253,0.008823
1101,0.002168,0.002772
1102,0.005377,0.00548
1103,0.01866,0.009626
1105,0.002472,0.004063
1110,0.000092,0.000996
1491,0.000019,0.000208
1497,0.000019,0.000208
1501,0.000019,0.000208
1513,0.000019,0.000208
2460,0.000023,0.000246
2476,0.000023,0.000246
2477,0.000023,0.000246
2478,0.000023,0.000246
2480,0.000023,0.000246
2482,0.000023,0.000246
7745,0.000031,0.000333
7749,0.000031,0.000333
21704,0.000039,0.00042
23665,0.000039,0.00042
24052,0.000039,0.00042
