97,0.003045,0.004963
98,0.000986,0.002972
99,0.001338,0.002594
100,0.0013,0.003123
101,0.004806,0.008749
102,0.000499,0.001225
103,0.001056,0.002756
104,0.001276,0.002382
105,0.002707,0.004359
106,0.00021,0.00065
107,0.000359,0.000963
108,0.002231,0.003939
109,0.001283,0.003265
110,0.002728,0.004784
111,0.002998,0.005039
112,0.000707,0.001641
113,0.00006,0.000348
114,0.003138,0.005748
115,0.00222,0.004649
116,0.002285,0.00418
117,0.000909,0.001722
118,0.000443,0.001056
119,0.001008,0.003584
120,0.000054,0.000381
121,0.000927,0.00259
122,0.000109,0.000549
186,0.000022,0.000219
232,0.000019,0.000184
233,0.000019,0.000184
3585,0.050536,0.011207
3586,0.013581,0.006848
3588,0.022157,0.008488
3590,0.000118,0.000708
3591,0.048944,0.015808
3592,0.019371,0.007942
3593,0.000846,0.001709
3594,0.013542,0.007533
3595,0.0056,0.005772
3596,0.000064,0.000389
3597,0.002849,0.003476
3598,0.000626,0.001311
3599,0.001007,0.002004
3600,0.002152,0.003399
3601,0.00013,0.000452
3602,0.000221,0.000825
3603,0.003745,0.003729
3604,0.028871,0.01108
3605,0.0262,0.009944
3606,0.004937,0.004701
3607,0.028211,0.009609
3608,0.004546,0.006286
3609,0.070337,0.016623
3610,0.020614,0.008241
3611,0.022575,0.007566
3612,0.003897,0.003376
3613,0.001862,0.003338
3614,0.017049,0.00974
3615,0.002678,0.003737
3616,0.005108,0.004959
3617,0.041332,0.012196
3618,0.035296,0.010839
3619,0.068862,0.0192
3620,0.001635,0.002648
3621,0.029396,0.011297
3623,0.028668,0.010768
3624,0.006488,0.006182
3625,0.004506,0.004838
3626,0.027809,0.009685
3627,0.020211,0.008821
3628,0.000166,0.000793
3629,0.05205,0.013997
3630,0.000956,0.002517
3631,0.000282,0.000975
3632,0.022347,0.008637
3634,0.085472,0.019947
3635,0.007873,0.005791
3648,0.048291,0.016006
3649,0.019327,0.007675
3650,0.009731,0.008206
3651,0.014689,0.006098
3652,0.012129,0.007868
3654,0.001368,0.002038
