97,0.120717,0.017896
98,0.011386,0.006607
99,0.037869,0.010007
100,0.056452,0.012064
101,0.118592,0.017357
102,0.011265,0.005376
103,0.013564,0.007089
104,0.008601,0.006347
105,0.06501,0.013688
106,0.00362,0.004186
107,0.001313,0.002345
108,0.030004,0.010221
109,0.04741,0.011622
110,0.05422,0.011697
111,0.101038,0.015063
112,0.028498,0.009603
113,0.00664,0.00424
114,0.067115,0.012468
115,0.073847,0.017524
116,0.048019,0.013369
117,0.042185,0.010797
118,0.013441,0.005851
119,0.001193,0.002277
120,0.002329,0.002335
121,0.001877,0.003896
122,0.003597,0.003467
186,0.000056,0.000359
223,0.000024,0.000236
224,0.000676,0.001237
225,0.00363,0.003371
226,0.000329,0.000991
227,0.006251,0.004294
228,0.00009,0.000771
231,0.005661,0.004834
233,0.004709,0.003586
234,0.001412,0.001777
237,0.002779,0.002513
243,0.001655,0.002278
244,0.000452,0.001279
245,0.001205,0.001885
246,0.000019,0.00019
250,0.001161,0.001767
252,0.000071,0.000585
382,0.000017,0.000173
